Split,Dialogue_ID,Utterance_ID,Speaker,Utterance,Emotion
train,Ses02F_impro08,Ses02F_impro08_F018,F,"Oh, yeah, absolutely.  Um- Would you like window seats or aisles?",neutral
train,Ses02F_impro08,Ses02F_impro08_F019,F,"Okay, I can do um- a win- -two like a window and a aisle and a window and an aisle next to each other so that each of you can sit two by two. And switch around maybe?",neutral
train,Ses02F_impro08,Ses02F_impro08_F020,F,Okay.  Great.  What time of the day would you like?,neutral
train,Ses02F_impro08,Ses02F_impro08_F021,F,All right.  Great.  Well we have a very open flight that leaves at nine a.m. and fortunately uh the time change actually goes um backwards from that.,neutral
train,Ses02F_impro08,Ses02F_impro08_F022,F,"So, it's a five hour flight, but you'll arrive only at eleven a clock in the morning.  So that day, you can have plenty of time to get to your hotel--Rest up and then still have a nice afternoon your first afternoon in Maui.",neutral
train,Ses02F_impro08,Ses02F_impro08_F023,F,Absolutely.  That actually goes in on the same package with our hotel.  You just give me your address.  We'll come and pick up a time that allows you to get to your flight with plenty of time to spare.,neutral
train,Ses02F_impro08,Ses02F_impro08_F024,F,And a there will also be a shuttle waiting for you to take you to the appropriate hotel.,neutral
train,Ses02F_impro08,Ses02F_impro08_F025,F,Yeah--I completely understand.  It's a difficult process sometimes and we want to make traveling as easy as possible.,neutral
train,Ses02F_impro08,Ses02F_impro08_F026,F,Absolutely. Thank you so much for calling and we hope that you will come to us again.,neutral
train,Ses02F_impro08,Ses02F_impro08_F027,F,Thank you.,neutral
train,Ses02F_impro08,Ses02F_impro08_M000,M,"Yeah, hello.",anger
train,Ses02F_impro08,Ses02F_impro08_M001,M,Ok.  I've- I've just been talking to this machine for the past half hour and I can't-can't get anything done.  I've been trying to book this vacation this entire time.,anger
train,Ses02F_impro08,Ses02F_impro08_M002,M,"I know, I'm sorry.  It's-It's just that it's been a little frustrating because--",anger
train,Ses02F_impro08,Ses02F_impro08_M003,M,Okay.,neutral
train,Ses02F_impro08,Ses02F_impro08_M004,M,"Well, yeah, I mean I heard there was like these package deals and that maybe I could get a like a hotel or something like that. and-",anger
train,Ses02F_impro08,Ses02F_impro08_M005,M,You- You can do that--You can do that now? I don't have to get like transferred through or anything like that.,neutral
train,Ses02F_impro08,Ses02F_impro08_M006,M,[BREATHING] that's good.,neutral
train,Ses02F_impro08,Ses02F_impro08_M007,M,"All right.  I want to make sure it's like a nice hotel--I mean-mean I'm gonna be paying a lot of money for this so I don't wanna-I don't wanna, you know, I don't wanna to be a waste of time.",neutral
train,Ses02F_impro08,Ses02F_impro08_M008,M,Okay. So--,neutral
train,Ses02F_impro08,Ses02F_impro08_M009,M,"Well, you know, we wanted to--we wanted to go to Maui and--That was a",neutral
train,Ses02F_impro08,Ses02F_impro08_M010,M,"--you know, the kids wanna go to the beach and stuff and so--um",neutral
train,Ses02F_impro08,Ses02F_impro08_M011,M,"Well, it's gonna be four of them.",neutral
train,Ses02F_impro08,Ses02F_impro08_M012,M,All right.  And can they like all get together?,neutral
train,Ses02F_impro08,Ses02F_impro08_M013,M,"Um- You know, window is nice. I guess",neutral
train,Ses02F_impro08,Ses02F_impro08_M015,M,"Uh, well, yeah, I think we were just--you know, whenever best available, I guess.  You know--",neutral
train,Ses02F_impro08,Ses02F_impro08_M016,M,"And, like, there's there's shuttles or something that I can get to the hotel.",neutral
train,Ses02F_impro08,Ses02F_impro08_M018,M,All right.  So we're confirmed then or do you--All right.,neutral
train,Ses02F_impro08,Ses02F_impro08_M019,M,Okay.,neutral
train,Ses02M_impro01,Ses02M_impro01_F000,F,"Hi, How can I help you?",neutral
train,Ses02M_impro01,Ses02M_impro01_F001,F,"Sure, um",neutral
train,Ses02M_impro01,Ses02M_impro01_F002,F,do you have two forms of ID with you?,neutral
train,Ses02M_impro01,Ses02M_impro01_F003,F,"I actually need two forms of ID. I need either a passport or a birth certificate, or social security card. I'm sorry.",neutral
train,Ses02M_impro01,Ses02M_impro01_F004,F,Well,neutral
train,Ses02M_impro01,Ses02M_impro01_F005,F,I- I can take your driver's license but I need another form of ID in order to process this paper work.,neutral
train,Ses02M_impro01,Ses02M_impro01_F006,F,"Um, that you would need to go home and get another form of ID and come back.",neutral
train,Ses02M_impro01,Ses02M_impro01_F007,F,"Well, I'm sorry sir but",anger
train,Ses02M_impro01,Ses02M_impro01_F008,F,you need to bring two forms of ID there is nothing we can do about it.,anger
train,Ses02M_impro01,Ses02M_impro01_F009,F,"Well, it's actually-",anger
train,Ses02M_impro01,Ses02M_impro01_F010,F,"It's standard that you bring a couple of forms of ID, I'm sorry.",anger
train,Ses02M_impro01,Ses02M_impro01_F011,F,"Well, I'm sorry, sir, but we're not responsible.",anger
train,Ses02M_impro01,Ses02M_impro01_F012,F,"Yes, you did, thank you very much, but we're not responsible if you've forgotten something, and we need to have two forms of ID.",anger
train,Ses02M_impro01,Ses02M_impro01_F013,F,"I'm sorry, but there is a lot of people waiting so you're just going to have to get in line again.",anger
train,Ses02M_impro01,Ses02M_impro01_F014,F,"It just happens to people all the time, I'm sorry sir, but I can't make an exception for you.",anger
train,Ses02M_impro01,Ses02M_impro01_F015,F,"I'm sorry, sir.",neutral
train,Ses02M_impro01,Ses02M_impro01_F016,F,there is nothing I can do.,neutral
train,Ses02M_impro01,Ses02M_impro01_F017,F,"I know sir, but we have to have two forms. There is nothing I can do about it, I'm sorry.",anger
train,Ses02M_impro01,Ses02M_impro01_F018,F,"I'm sorry, sir. There is nothing I can do.",anger
train,Ses02M_impro01,Ses02M_impro01_F019,F,"Well, if you had checked the web site it would have said.",anger
train,Ses02M_impro01,Ses02M_impro01_F020,F,If you had checked the website it would have said that you needed two forms of identification.,anger
train,Ses02M_impro01,Ses02M_impro01_F021,F,"Well, maybe you should",anger
train,Ses02M_impro01,Ses02M_impro01_F022,F,Right. So maybe you should go home now and get your paperwork and come back.,anger
train,Ses02M_impro01,Ses02M_impro01_F023,F,"I'm sorry sir but there's a lot of people waiting. So if you won't move out of the way, then I'm going to have to call security.",anger
train,Ses02M_impro01,Ses02M_impro01_F024,F,"I'm sorry, sir, it's not my choice.",anger
train,Ses02M_impro01,Ses02M_impro01_M000,M,All right. Finally. Here you go.,anger
train,Ses02M_impro01,Ses02M_impro01_M001,M,"Yea. I just want to get this done,",neutral
train,Ses02M_impro01,Ses02M_impro01_M002,M,get my new license.,neutral
train,Ses02M_impro01,Ses02M_impro01_M003,M,"Um, no, I got my driver's license though.",neutral
train,Ses02M_impro01,Ses02M_impro01_M004,M,"Uh, sorry, I forgot them. I mean I've got to -",neutral
train,Ses02M_impro01,Ses02M_impro01_M005,M,well is the dri-driver's license going to work?,neutral
train,Ses02M_impro01,Ses02M_impro01_M006,M,"Okay, so what are you saying? What-",anger
train,Ses02M_impro01,Ses02M_impro01_M007,M,"What? I- You telling me I waited in that huge line to go and sit down and get my number called, like after",anger
train,Ses02M_impro01,Ses02M_impro01_M008,M,three hours and,anger
train,Ses02M_impro01,Ses02M_impro01_M009,M,Shouldn't they have like told us about that? I mean why - why would they make me go and wait three hours if I have got to go and do it again?,anger
train,Ses02M_impro01,Ses02M_impro01_M010,M,"It's standard? I mean I don't work at the D.M.V. how am I supposed to know that, like, I stand in line, I get my",anger
train,Ses02M_impro01,Ses02M_impro01_M011,M,"I filled out the application right, didn't I?",anger
train,Ses02M_impro01,Ses02M_impro01_M012,M,Okay. What about - no -- how about you hold that and I'll - I'll go and I can come back-,anger
train,Ses02M_impro01,Ses02M_impro01_M013,M,I've been waiting for three hours.,anger
train,Ses02M_impro01,Ses02M_impro01_M014,M,This is ridiculous. Come on,anger
train,Ses02M_impro01,Ses02M_impro01_M015,M,"I cannot go back in that line. I've got stuff I need to do, I mean-",anger
train,Ses02M_impro01,Ses02M_impro01_M017,M,That doesn't make any sense. Why?,anger
train,Ses02M_impro01,Ses02M_impro01_M018,M,You- shouldn't you have like a sign or something maybe like up on the counter when you get the applica- maybe on the application,anger
train,Ses02M_impro01,Ses02M_impro01_M019,M,"What web- I didn't go to a website - why would I need to - it's the D.M.V.. You come to the D.M.V., you wait in line for three hours, and then you go home.",anger
train,Ses02M_impro01,Ses02M_impro01_M020,M,I waited in line now I'm ready to get my stuff and then go home.,anger
train,Ses02M_impro01,Ses02M_impro01_M021,M,"God, oh my-",anger
train,Ses02M_impro01,Ses02M_impro01_M022,M,This is ridiculous.,anger
train,Ses02M_impro02,Ses02M_impro02_F000,F,I don't want you to go.,sadness
train,Ses02M_impro02,Ses02M_impro02_F001,F,"I'm going to miss you too; I don't know what I'm going to do here without you. It's going to be so lonely, and so hard.",sadness
train,Ses02M_impro02,Ses02M_impro02_F002,F,I don't want to be a single mom.,sadness
train,Ses02M_impro02,Ses02M_impro02_F003,F,but,sadness
train,Ses02M_impro02,Ses02M_impro02_F004,F,It's dangerous; I mean how can you make sure that you'll,sadness
train,Ses02M_impro02,Ses02M_impro02_F005,F,I hope so.,sadness
train,Ses02M_impro02,Ses02M_impro02_F006,F,I hope so.,sadness
train,Ses02M_impro02,Ses02M_impro02_F007,F,It's going to be really rough.,sadness
train,Ses02M_impro02,Ses02M_impro02_F008,F,I'll send you lots of pictures.,sadness
train,Ses02M_impro02,Ses02M_impro02_F009,F,"Well, just promise me that you going to be safe.",sadness
train,Ses02M_impro02,Ses02M_impro02_F010,F,"I mean can't they put you in like, you know kitchen work or something where you won't get",sadness
train,Ses02M_impro02,Ses02M_impro02_F011,F,It doesn't make any sense; I don't know why we have to be at war in the first place.,anger
train,Ses02M_impro02,Ses02M_impro02_F012,F,"Will you write me letters, paper ones?",sadness
train,Ses02M_impro02,Ses02M_impro02_F013,F,"Our baby needs a dad; you can't leave. Okay, you can't disappear.",sadness
train,Ses02M_impro02,Ses02M_impro02_F014,F,I'll miss you too.,sadness
train,Ses02M_impro02,Ses02M_impro02_M000,M,"I know, I know. I don't want to go either baby. I love you know. And I'm going to miss you a lot.",sadness
train,Ses02M_impro02,Ses02M_impro02_M001,M,"You won't be. I'll be back; I'll be back before you know it. All right, and",sadness
train,Ses02M_impro02,Ses02M_impro02_M002,M,and,sadness
train,Ses02M_impro02,Ses02M_impro02_M003,M,"It's- It's dangerous anywhere, honey. I mean this is -this- I'm just going to go and we'll get it over with,",anger
train,Ses02M_impro02,Ses02M_impro02_M007,M,"You gotta take care of our baby for me, alright?",sadness
train,Ses02M_impro02,Ses02M_impro02_M008,M,"I hope so, because I'm not going to be able to survive without all that. I don't know what I'm going to do.",sadness
train,Ses02M_impro02,Ses02M_impro02_M009,M,I've never been - I've never been away from you for two weeks let alone a year.,sadness
train,Ses02M_impro02,Ses02M_impro02_M013,M,there's people that thought it was the right thing to do so now we have to- we have to do what we have to do for our country,sadness
train,Ses02M_impro02,Ses02M_impro02_M014,M,"and it'll work out you know, go there and do that. Yeah, I'll be back",neutral
train,Ses02M_impro02,Ses02M_impro02_M017,M,"Our baby has a dad, alright. Daddy is going to be back soon.",sadness
train,Ses02M_impro02,Ses02M_impro02_M018,M,"I want you to, you know, take lots of video; pictures and I can see you when I get back or while I'm there. I'm going to miss you.",sadness
train,Ses02M_impro03,Ses02M_impro03_F000,F,What? What? You look really happy what's going on?,joy
train,Ses02M_impro03,Ses02M_impro03_F001,F,Finally did what?,joy
train,Ses02M_impro03,Ses02M_impro03_F003,F,"Oh, my Gosh. Well, and did",joy
train,Ses02M_impro03,Ses02M_impro03_F004,F,Did she say yes?,joy
train,Ses02M_impro03,Ses02M_impro03_F005,F,That's like the most definitive.,joy
train,Ses02M_impro03,Ses02M_impro03_F007,F,I would have thought you would have told me that you were planning on doing this.,joy
train,Ses02M_impro03,Ses02M_impro03_F008,F,"Yea, I guess so. Oh, my Gosh. Was she surprised?",joy
train,Ses02M_impro03,Ses02M_impro03_F011,F,"Oh, You did not.",joy
train,Ses02M_impro03,Ses02M_impro03_F012,F,"Oh, my Gosh. that's so cute",joy
train,Ses02M_impro03,Ses02M_impro03_F013,F,"That's so romantic. Oh, my Gosh. She must have died. That's like one of those things you write into a magazine about like my boyfriend did this. Oh my God.",joy
train,Ses02M_impro03,Ses02M_impro03_F014,F,She must have flipped out.,joy
train,Ses02M_impro03,Ses02M_impro03_F015,F,Right exactly because you can't say no in front of thousands of people. [LAUGHTER],joy
train,Ses02M_impro03,Ses02M_impro03_F016,F,Did you bring her up on stage too?,joy
train,Ses02M_impro03,Ses02M_impro03_F017,F,"Oh, my Gosh, that's so cute.",joy
train,Ses02M_impro03,Ses02M_impro03_F018,F,Are your parents excited or...?,joy
train,Ses02M_impro03,Ses02M_impro03_F020,F,"Ooh, that would be fun.",joy
train,Ses02M_impro03,Ses02M_impro03_F023,F,"Oh my Gosh. I cannot believe you're getting married, that is so cool.",joy
train,Ses02M_impro03,Ses02M_impro03_F024,F,"Golly, it just makes me all like romantic inside, like I really want that to happen to me. [LAUGHTER]",joy
train,Ses02M_impro03,Ses02M_impro03_F028,F,"Yay, well congratulations, that's so cool. [BREATHING] I can't wait.",joy
train,Ses02M_impro03,Ses02M_impro03_M000,M,"Oh, you're never going to believe it.",joy
train,Ses02M_impro03,Ses02M_impro03_M001,M,"Well, I finally did it",joy
train,Ses02M_impro03,Ses02M_impro03_M005,M,"Yes, she said yes. [LAUGHTER] I know",joy
train,Ses02M_impro03,Ses02M_impro03_M008,M,"Yes, yes. You know, she - she was like - I mean, she was happy, you know",joy
train,Ses02M_impro03,Ses02M_impro03_M009,M,"I - I think it was about time, I don't know, maybe. You know what, it's been it's been long enough now.",joy
train,Ses02M_impro03,Ses02M_impro03_M010,M,"Oh, well, it was -- you know, we were at this- at this concert and yeah",joy
train,Ses02M_impro03,Ses02M_impro03_M011,M,so I-I talked to some of the crew before hand and-,joy
train,Ses02M_impro03,Ses02M_impro03_M012,M,I-I did.,joy
train,Ses02M_impro03,Ses02M_impro03_M014,M,"I know, so",joy
train,Ses02M_impro03,Ses02M_impro03_M015,M,I got to freak her out.,joy
train,Ses02M_impro03,Ses02M_impro03_M016,M,"No, yes -- so",joy
train,Ses02M_impro03,Ses02M_impro03_M017,M,"Yea, that way she was guaranteed that she could not say no.",joy
train,Ses02M_impro03,Ses02M_impro03_M018,M,"No, but it was good.",joy
train,Ses02M_impro03,Ses02M_impro03_M019,M,"Yes, yes. [LAUGHTER]",joy
train,Ses02M_impro03,Ses02M_impro03_M020,M,"I know it was, I don't know I was really nervous but I'm really - I'm really glad.",joy
train,Ses02M_impro03,Ses02M_impro03_M021,M,"Oh yes, they - they you know they love her and so I mean...",joy
train,Ses02M_impro03,Ses02M_impro03_M024,M,"Yea, yea, I'm not too sure where yet I guess you know, I kind of got to figure some stuff out here first",joy
train,Ses02M_impro03,Ses02M_impro03_M026,M,I know.,joy
train,Ses02M_impro03,Ses02M_impro03_M027,M,"Oh, it will, obviously you know. But I know it's something - I don't know, you never really think about it happening, like before hand.",joy
train,Ses02M_impro03,Ses02M_impro03_M028,M,"Sure. Oh, yes.",joy
train,Ses02M_impro03,Ses02M_impro03_M030,M,"Yes, well, Thanks, thanks. Thank you. yeah",joy
train,Ses02M_impro03,Ses02M_impro03_M031,M,Hah.,joy
train,Ses02M_impro05,Ses02M_impro05_F000,F,"Hi, can I help you?",neutral
train,Ses02M_impro05,Ses02M_impro05_F001,F,"Oh, did you check? Did you make sure as it went around the second time that it-",neutral
train,Ses02M_impro05,Ses02M_impro05_F002,F,"Okay. Well, um- the f.",neutral
train,Ses02M_impro05,Ses02M_impro05_F003,F,"Actually I'm looking here at the information, the flight that you were on we had some trouble with some of the baggage, it looks like a few peoples' bags didn't make it through. Um, so-",neutral
train,Ses02M_impro05,Ses02M_impro05_F004,F,"Well, you can fill out this paperwork um- and if for some reason it shows up, we can bring it to you, but-",neutral
train,Ses02M_impro05,Ses02M_impro05_F005,F,"Well, sometimes it's just late baggage or misplaced baggage and it comes out but it seems to be here and just I'm reading off of this that",neutral
train,Ses02M_impro05,Ses02M_impro05_F006,F,Uh- it didn't make it into the second plane so it looks like there - they don't actually know what happened to it.,neutral
train,Ses02M_impro05,Ses02M_impro05_F007,F,"Um, well, sometimes there is just difficulties with loading on to the plane. Uh- There can be a theft or uh- some sort of you know mishap with a cart or something.",neutral
train,Ses02M_impro05,Ses02M_impro05_F008,F,"I- I- I understand, but um.",neutral
train,Ses02M_impro05,Ses02M_impro05_F009,F,Okay,neutral
train,Ses02M_impro05,Ses02M_impro05_F010,F,Right.,neutral
train,Ses02M_impro05,Ses02M_impro05_F011,F,"I understand that. Um- So I'm going to put down here that you looking for your baggage, but we actually can't, uh this bag is likely not going to show up so what we're going to do-",neutral
train,Ses02M_impro05,Ses02M_impro05_F012,F,"Sometimes it gets stolen, sometimes it gets misplaced on another plane and",neutral
train,Ses02M_impro05,Ses02M_impro05_F013,F,"they - they, it gets shipped to somewhere else and then it's stuck somewhere and then we have no way of tracking that.",neutral
train,Ses02M_impro05,Ses02M_impro05_F014,F,So we'll- what we'll do,neutral
train,Ses02M_impro05,Ses02M_impro05_F015,F,Right. Like I said sometimes a theft and things happen like that but we are willing to reim-reimburse you.,neutral
train,Ses02M_impro05,Ses02M_impro05_F016,F,"Um, so.",neutral
train,Ses02M_impro05,Ses02M_impro05_F017,F,"We have very tight security but we -uh- there are times when we just can't uh make sure there aren't absolutely no human error, you know",neutral
train,Ses02M_impro05,Ses02M_impro05_F018,F,I'm sorry there is no guarantee on baggage.,neutral
train,Ses02M_impro05,Ses02M_impro05_F019,F,"I understand, so-",neutral
train,Ses02M_impro05,Ses02M_impro05_F020,F,"all right, We've already checked back here for your baggage",neutral
train,Ses02M_impro05,Ses02M_impro05_F021,F,and we will continue to look for it and because your paper-,neutral
train,Ses02M_impro05,Ses02M_impro05_F022,F,"I've already looked, thank you very much and because we've filled out paperwork if it shows up we will send it to you but otherwise what we can do is reimburse you for fifty dollar.",anger
train,Ses02M_impro05,Ses02M_impro05_F023,F,"Well, it's- it's just sort of help with the fact uh that you lost some of your possessions and we rather do that than-",neutral
train,Ses02M_impro05,Ses02M_impro05_F024,F,The airline can't afford to give you everything that is in that suitcase. and so-,neutral
train,Ses02M_impro05,Ses02M_impro05_F025,F,Well because lots of people get their baggage lost and we don't want to have false claims or anything like that so we have,neutral
train,Ses02M_impro05,Ses02M_impro05_F026,F,"we can give you fifty dollar to sort of make up for it, to compensate, and we can definitely let you know if it shows up but likely, more than likely-",neutral
train,Ses02M_impro05,Ses02M_impro05_F028,F,I don't believe you should sue the airline company but we do have a policy uh- in which we can reimburse you and that's all we can do and I'm sorry I've done everything I can-,anger
train,Ses02M_impro05,Ses02M_impro05_F029,F,There's other people waiting-,anger
train,Ses02M_impro05,Ses02M_impro05_M000,M,Hi. Um-,neutral
train,Ses02M_impro05,Ses02M_impro05_M001,M,It seems that uh- my-my bag didn't make it out on the carousel.,neutral
train,Ses02M_impro05,Ses02M_impro05_M002,M,"Yes, yes, it's gone around like you know twenty times. It's been about a half hour.",neutral
train,Ses02M_impro05,Ses02M_impro05_M003,M,Okay. So what-what do I have to get you know,neutral
train,Ses02M_impro05,Ses02M_impro05_M004,M,"For some reason, so you think it won't show up?",surprise
train,Ses02M_impro05,Ses02M_impro05_M006,M,I really - I really need that bag.,anger
train,Ses02M_impro05,Ses02M_impro05_M008,M,"I mean -- I've been away for a while and- and now I've- I've gifts for- for you know friends and family I mean, I got stuff in the there",anger
train,Ses02M_impro05,Ses02M_impro05_M010,M,"Not going to show - well isn't like - wouldn't it just be at the airport, that, like, if it didn't get on the other plane",anger
train,Ses02M_impro05,Ses02M_impro05_M011,M,can they check there?,anger
train,Ses02M_impro05,Ses02M_impro05_M013,M,"But we have the tags on. I mean like it wouldn't you know, if it got stuck somewhere it's like well this is nobodies bag I mean maybe you know look on the tag and",anger
train,Ses02M_impro05,Ses02M_impro05_M014,M,see where it came from originally. I mean it seems like-,anger
train,Ses02M_impro05,Ses02M_impro05_M016,M,"Theft? Don't you know like all these people that are work - you keep like an eye on them, how can they get away with-",anger
train,Ses02M_impro05,Ses02M_impro05_M017,M,This is unbelievable. I've got,anger
train,Ses02M_impro05,Ses02M_impro05_M018,M,you don't realize the stuff that I've got in that - I really need to get the suitcase okay,anger
train,Ses02M_impro05,Ses02M_impro05_M019,M,"so if it's back there or something, if there is something you can do",anger
train,Ses02M_impro05,Ses02M_impro05_M020,M,"I need you to tell me because I really need to get the bag, okay?",anger
train,Ses02M_impro05,Ses02M_impro05_M021,M,You've already checked? Can you check again? [garbage],anger
train,Ses02M_impro05,Ses02M_impro05_M023,M,"Uh huh, yea, lost some of my possessions, yes, so if I lost maybe a shoe that was in the suitcase and like a carry-on",anger
train,Ses02M_impro05,Ses02M_impro05_M024,M,"that might be like fifty dollars okay, but this - I- [garbage] I had like thousands of dollars worth of stuff in that suitcase.",anger
train,Ses02M_impro05,Ses02M_impro05_M025,M,The a- what? Talking about a core they can't afford it? I mean-,anger
train,Ses02M_impro05,Ses02M_impro05_M026,M,I mean you're not helping me here. What do I have to do here? Do I need to sue the airline company is that what I should do,anger
train,Ses02M_impro05,Ses02M_impro05_M027,M,because this is ridiculous?,anger
train,Ses02M_impro05,Ses02M_impro05_M028,M,All right. I'm sick- I'm sick of this all right. I'm sick of you and keep your fifty dollar.,anger
train,Ses02M_impro06,Ses02M_impro06_F001,F,"Oh my God. Oh my God, I'm so sorry.",surprise
train,Ses02M_impro06,Ses02M_impro06_F002,F,"It doesn't make any easier, yes.",sadness
train,Ses02M_impro06,Ses02M_impro06_F003,F,"Oh, man. I'm so sorry.",sadness
train,Ses02M_impro06,Ses02M_impro06_F004,F,"It's going to be so rough, I'm sorry.",sadness
train,Ses02M_impro06,Ses02M_impro06_F005,F,Yeah.,sadness
train,Ses02M_impro06,Ses02M_impro06_F006,F,Totally.,sadness
train,Ses02M_impro06,Ses02M_impro06_F007,F,Yeah,sadness
train,Ses02M_impro06,Ses02M_impro06_F008,F,"Yes. Well, at least you have a lot of good memories.",sadness
train,Ses02M_impro06,Ses02M_impro06_F009,F,"She really cared about you, you know.",sadness
train,Ses02M_impro06,Ses02M_impro06_F010,F,And she was,sadness
train,Ses02M_impro06,Ses02M_impro06_F011,F,Yeah.,sadness
train,Ses02M_impro06,Ses02M_impro06_F012,F,Even if you still do she'll- she'll be there.,sadness
train,Ses02M_impro06,Ses02M_impro06_F013,F,Are you going to be okay?,sadness
train,Ses02M_impro06,Ses02M_impro06_F014,F,"It's going to be okay, I promise.",sadness
train,Ses02M_impro06,Ses02M_impro06_F015,F,Sure,sadness
train,Ses02M_impro06,Ses02M_impro06_F016,F,you shouldn't be alone,sadness
train,Ses02M_impro06,Ses02M_impro06_F017,F,Yes.,sadness
train,Ses02M_impro06,Ses02M_impro06_F018,F,Yes.,sadness
train,Ses02M_impro06,Ses02M_impro06_M000,M,Kathy died last night.,sadness
train,Ses02M_impro06,Ses02M_impro06_M001,M,"yeah, I mean, you know, it was a -",sadness
train,Ses02M_impro06,Ses02M_impro06_M002,M,"I guess we saw it coming and she lasted a lot - a lot longer than, uh, they expected but you know, I mean when it actually happens it's just a lot harder.",sadness
train,Ses02M_impro06,Ses02M_impro06_M003,M,"I mean at least she was home, she wasn't in the hospital anymore,",sadness
train,Ses02M_impro06,Ses02M_impro06_M004,M,"She was with- yeah  She was with Gary, and he said that she was just sitting there and went to sleep, closed her eyes, and that was it.",sadness
train,Ses02M_impro06,Ses02M_impro06_M005,M,"Yes. I mean, it's not as rough on me as it is on him but",sadness
train,Ses02M_impro06,Ses02M_impro06_M006,M,"God, it's you know, we've spent so much time with them it's just really surreal, really weird that we're not going to be able to see her anymore and go",sadness
train,Ses02M_impro06,Ses02M_impro06_M007,M,"out to- out to dinner you know and do the troops to California, I mean.",sadness
train,Ses02M_impro06,Ses02M_impro06_M008,M,"It's just that- I don't know, it's sort it's sort- of a weird thing you know",sadness
train,Ses02M_impro06,Ses02M_impro06_M009,M,"not being able to see anyone again, who knows where they really went, you know. I mean, I guess we can just hope that wherever they are now if it's anywhere that it's better I mean.",sadness
train,Ses02M_impro06,Ses02M_impro06_M010,M,She was [garbage],sadness
train,Ses02M_impro06,Ses02M_impro06_M011,M,"Yes, I mean she cared about all of us. She was great",sadness
train,Ses02M_impro06,Ses02M_impro06_M012,M,so loving everybody you know.,sadness
train,Ses02M_impro06,Ses02M_impro06_M013,M,"Gosh, I just hate I just hate to see her go.",sadness
train,Ses02M_impro06,Ses02M_impro06_M014,M,We were all going take a trip to Europe you know.,sadness
train,Ses02M_impro06,Ses02M_impro06_M015,M,Yes.  [BREATHING] God.,sadness
train,Ses02M_impro06,Ses02M_impro06_M016,M,"I just -- I just don't get it, like there is just nothing you can do about it you know, it's like just out of your control and it",sadness
train,Ses02M_impro06,Ses02M_impro06_M017,M,"just makes it that much harder to deal 'cause as much as you want to, you know, make her better, see her not in any pain, it's like, just I don't know, just has a mind of its own.",sadness
train,Ses02M_impro06,Ses02M_impro06_M018,M,Then she's gone.,sadness
train,Ses02M_impro06,Ses02M_impro06_M019,M,"Well, you know I appreciate you coming over and talking to me, I mean it definitely helps",sadness
train,Ses02M_impro06,Ses02M_impro06_M020,M,to talk to somebody but,sadness
train,Ses02M_impro06,Ses02M_impro06_M021,M,"It's just going to take a while, I think.",sadness
train,Ses02M_impro06,Ses02M_impro06_M022,M,Ah.,sadness
train,Ses02M_impro06,Ses02M_impro06_M023,M,Thank you.,sadness
train,Ses02M_impro07,Ses02M_impro07_F000,F,"Oh, yeah? Have you gotten letters yet?",joy
train,Ses02M_impro07,Ses02M_impro07_F001,F,"Um, I don't know, where?",joy
train,Ses02M_impro07,Ses02M_impro07_F002,F,"Oh, U.S.C.? Oh my Gosh, that's awesome, that was your top choice, right?",surprise
train,Ses02M_impro07,Ses02M_impro07_F003,F,"Oh my Gosh, that's so cool.",joy
train,Ses02M_impro07,Ses02M_impro07_F004,F,"[LAUGHTER] It's gotta be it, like-",joy
train,Ses02M_impro07,Ses02M_impro07_F005,F,"Oh my Gosh, that's so cool.",joy
train,Ses02M_impro07,Ses02M_impro07_F006,F,big packet is gotta be the real thing. yeah,joy
train,Ses02M_impro07,Ses02M_impro07_F007,F,"Oh my Gosh. I thought there was like, maybe going to be some, like I don't know if you are going to get in or not, so I'm really glad that you did.",joy
train,Ses02M_impro07,Ses02M_impro07_F008,F,That's so cool.,joy
train,Ses02M_impro07,Ses02M_impro07_F009,F,"Yeah, totally.",joy
train,Ses02M_impro07,Ses02M_impro07_F010,F,So you're going to be right here in Los Angeles; that is so cool.,joy
train,Ses02M_impro07,Ses02M_impro07_F011,F,So can we hang out?,joy
train,Ses02M_impro07,Ses02M_impro07_F012,F,Yay.,joy
train,Ses02M_impro07,Ses02M_impro07_F013,F,"Oh, yay. Thank you. [LAUGHTER].",joy
train,Ses02M_impro07,Ses02M_impro07_F014,F,No but that's an awesome school. That's so cool.,joy
train,Ses02M_impro07,Ses02M_impro07_F015,F,"Oh, totally totally.",joy
train,Ses02M_impro07,Ses02M_impro07_F016,F,you get to like be a part of that.,joy
train,Ses02M_impro07,Ses02M_impro07_F017,F,"Like you get to be a part of that. Like the, like the- Like a cult.",joy
train,Ses02M_impro07,Ses02M_impro07_F018,F,"[LAUGHTER] like a- like a- [LAUGHTER] No, but I mean like everywhere you go people know who you are.",joy
train,Ses02M_impro07,Ses02M_impro07_F019,F,So you know what you are going to do there?,joy
train,Ses02M_impro07,Ses02M_impro07_F020,F,"Okay. They have a lot of good schools, right?",joy
train,Ses02M_impro07,Ses02M_impro07_F021,F,"Yes, it's intimate.",joy
train,Ses02M_impro07,Ses02M_impro07_F022,F,I know. It's so cool.,joy
train,Ses02M_impro07,Ses02M_impro07_F023,F,"Fair for you, Wow, oh my Gosh.",joy
train,Ses02M_impro07,Ses02M_impro07_F024,F,I will do the best I can.,joy
