Split,Dialogue_ID,Utterance_ID,Speaker,Utterance,Emotion,Original_Emotion
train,Ses01F_script03_2,Ses01F_script03_2_M034,M,Turn it off.,anger,anger
train,Ses01F_script03_2,Ses01F_script03_2_M035,M,"Amanda, listen, listen.",anger,anger
train,Ses01F_script03_2,Ses01F_script03_2_M036,M,Oh.  That's very amusing indeed.,anger,anger
train,Ses01F_script03_2,Ses01F_script03_2_M037,M,"You are a vile, ill-tempered, loose living, wicked little beast and I never want to see you again as long as I live.",anger,anger
train,Ses01F_script03_2,Ses01F_script03_2_M038,M,You're not going like this.,anger,anger
train,Ses01F_script03_2,Ses01F_script03_2_M039,M,You're not.,anger,anger
train,Ses01F_script03_2,Ses01F_script03_2_M040,M,"Shut up. Shut up. God, I wouldn't marry you again if you came crawling back to me on a bended knee.  You are a vile, ill-tempered, mean little wench and I never want to see you again as long as I live.",anger,anger
train,Ses01M_impro01,Ses01M_impro01_F000,F,Next.,anger,anger
train,Ses01M_impro01,Ses01M_impro01_F001,F,My window is open.,anger,anger
train,Ses01M_impro01,Ses01M_impro01_F004,F,What are you... what's...What are you applying for?,anger,frustration
train,Ses01M_impro01,Ses01M_impro01_F007,F,"No, I need your ID to give you a second ID.",anger,anger
train,Ses01M_impro01,Ses01M_impro01_F008,F,It's really simple if you have a problem with it... Maybe you should--,anger,anger
train,Ses01M_impro01,Ses01M_impro01_F010,F,You have a birth certificate?,anger,frustration
train,Ses01M_impro01,Ses01M_impro01_F011,F,What do you expect me to do?,anger,anger
train,Ses01M_impro01,Ses01M_impro01_F012,F,Probably.,anger,anger
train,Ses01M_impro01,Ses01M_impro01_F015,F,I am..I don't..I don't understand what you want.  A driver's license or a California ID.,anger,frustration
train,Ses01M_impro01,Ses01M_impro01_F019,F,Don't raise your voice with me.,anger,anger
train,Ses01M_impro01,Ses01M_impro01_F020,F,Don't talk to me like I'm a child.,anger,anger
train,Ses01M_impro01,Ses01M_impro01_F021,F,Do you know how long I've been working here? How long have you lived in California?,anger,anger
train,Ses01M_impro01,Ses01M_impro01_F022,F,"Maybe you never been to the D.M.V. before, maybe you should get back in line.  You know what?  sit in line again and if you get my number ask for different one.",anger,anger
train,Ses01M_impro01,Ses01M_impro01_F024,F,Uh huh.  I didn't come here get in yelling match either.,neutral,neutral
train,Ses01M_impro01,Ses01M_impro01_F025,F,They don't pay me enough to deal people like you.,neutral,neutral
train,Ses01M_impro01,Ses01M_impro01_M000,M,"Yes, me. Okay, okay here we go.",anger,frustration
train,Ses01M_impro01,Ses01M_impro01_M001,M,"Okay, so filled out all these forms  --",anger,frustration
train,Ses01M_impro01,Ses01M_impro01_M002,M,and I have This form of ID here so...,anger,frustration
train,Ses01M_impro01,Ses01M_impro01_M003,M,"Yes, Jones.",neutral,neutral
train,Ses01M_impro01,Ses01M_impro01_M005,M,I'm just applying for another ID.,anger,frustration
train,Ses01M_impro01,Ses01M_impro01_M006,M,"Yes.  I'm supposed to have three forms of ID for this.  It's a long story, I'm supposed to have three forms of ID for this other job I really don't get into but I need another...",anger,frustration
train,Ses01M_impro01,Ses01M_impro01_M007,M,"I have it right here, yes.",anger,frustration
train,Ses01M_impro01,Ses01M_impro01_M008,M,But that's...,anger,frustration
train,Ses01M_impro01,Ses01M_impro01_M009,M,"That's why I'm here, that's why I was waiting in this line.  I need to get another form of ID.",anger,frustration
train,Ses01M_impro01,Ses01M_impro01_M010,M,"No, I don't have a passport.",neutral,neutral
train,Ses01M_impro01,Ses01M_impro01_M011,M,"I don't where it is though, I don't have with me.  Can I get it from somewhere?  I mean...",anger,frustration
train,Ses01M_impro01,Ses01M_impro01_M012,M,I probably have to go wait another line to get my birth certificate don't I?,anger,frustration
train,Ses01M_impro01,Ses01M_impro01_M013,M,You're very helpful.  What's your name?,anger,frustration
train,Ses01M_impro01,Ses01M_impro01_M015,M,So can you help me or not?,anger,frustration
train,Ses01M_impro01,Ses01M_impro01_M016,M,Okay. [BREATHING],anger,frustration
train,Ses01M_impro01,Ses01M_impro01_M017,M,I need California ID.,anger,frustration
train,Ses01M_impro01,Ses01M_impro01_M018,M,On top of these other two forms of ID which I already have.,anger,frustration
train,Ses01M_impro01,Ses01M_impro01_M019,M,"No, I don't have driver's license.",anger,frustration
train,Ses01M_impro01,Ses01M_impro01_M020,M,Did you even look at the form?  I filled it out all these questions--,anger,anger
train,Ses01M_impro01,Ses01M_impro01_M022,M,Okay.,anger,frustration
train,Ses01M_impro01,Ses01M_impro01_M023,M,If it makes you stop acting like a child.,anger,frustration
train,Ses01M_impro01,Ses01M_impro01_M025,M,I am not...I'm not getting to back that line.,anger,anger
train,Ses01M_impro01,Ses01M_impro01_M026,M,"Okay, okay let's keep our voices down, okay?  I didn't come here to get in yelling match.",anger,frustration
train,Ses01M_impro01,Ses01M_impro01_M027,M,"I did not come in here to get in a yelling match with you, all right?",anger,frustration
train,Ses01M_impro01,Ses01M_impro01_M028,M,Just try and help me.,anger,frustration
train,Ses01M_impro01,Ses01M_impro01_M030,M,Why?,anger,anger
train,Ses01M_impro01,Ses01M_impro01_M031,M,"Why, because I'm sick of talking to you.",anger,anger
train,Ses01M_impro01,Ses01M_impro01_M032,M,"'Cause you're obviously not talking to me, you're just yelling at me, berating me and telling me I can't fill out forms right.",anger,anger
train,Ses01M_impro01,Ses01M_impro01_M033,M,"Oh, no honey. And you're going to miss the Christmas card too. It's a shame. It's going to be a good, nice picture.",anger,frustration
train,Ses01M_impro02,Ses01M_impro02_F000,F,What's happening?,neutral,neutral
train,Ses01M_impro02,Ses01M_impro02_F002,F,Are you kidding me?,surprise,surprise
train,Ses01M_impro02,Ses01M_impro02_F003,F,How...,anger,frustration
train,Ses01M_impro02,Ses01M_impro02_F004,F,How can they do that?,anger,frustration
train,Ses01M_impro02,Ses01M_impro02_F005,F,They said you're home for at least four years.,anger,frustration
train,Ses01M_impro02,Ses01M_impro02_F006,F,[BREATHING],anger,frustration
train,Ses01M_impro02,Ses01M_impro02_F007,F,That's not fair.,anger,frustration
train,Ses01M_impro02,Ses01M_impro02_F008,F,[BREATHING],anger,frustration
train,Ses01M_impro02,Ses01M_impro02_F009,F,I don't even know what to tell you.,sadness,sadness
train,Ses01M_impro02,Ses01M_impro02_F010,F,What about the birthday party?,sadness,sadness
train,Ses01M_impro02,Ses01M_impro02_F013,F,You're going with the same ones?,sadness,sadness
train,Ses01M_impro02,Ses01M_impro02_F015,F,It's not the same though.,sadness,sadness
train,Ses01M_impro02,Ses01M_impro02_F017,F,Mm hmm.  We'll build a bunker and never come out.,sadness,sadness
train,Ses01M_impro02,Ses01M_impro02_F019,F,Don't say that.,sadness,sadness
train,Ses01M_impro02,Ses01M_impro02_M000,M,"Hey, Joy come in here.",neutral,neutral
train,Ses01M_impro02,Ses01M_impro02_M001,M,I have to go back.,sadness,sadness
train,Ses01M_impro02,Ses01M_impro02_M002,M,I just got a letter I have to go back.,sadness,sadness
train,Ses01M_impro02,Ses01M_impro02_M003,M,First thing tomorrow morning.,sadness,sadness
train,Ses01M_impro02,Ses01M_impro02_M006,M,"I guess they can do it,",anger,frustration
train,Ses01M_impro02,Ses01M_impro02_M007,M,"The National Guard is I guess really spread thin and then everyone has to go.  We all have to go back, my whole companies going back.",sadness,sadness
train,Ses01M_impro02,Ses01M_impro02_M009,M,"So yeah, we leave tomorrow...",sadness,sadness
train,Ses01M_impro02,Ses01M_impro02_M010,M,...we're all shipping out.,sadness,sadness
train,Ses01M_impro02,Ses01M_impro02_M011,M,I just got I feel like I'm in shock actually.,sadness,sadness
train,Ses01M_impro02,Ses01M_impro02_M012,M,I don't know.,sadness,sadness
train,Ses01M_impro02,Ses01M_impro02_M013,M,I guess you're just going to have to have it without me.,sadness,sadness
train,Ses01M_impro02,Ses01M_impro02_M014,M,"Hey listen, it's going to be okay though, all right?",sadness,sadness
train,Ses01M_impro02,Ses01M_impro02_M015,M,You're going to be fine.,sadness,sadness
train,Ses01M_impro02,Ses01M_impro02_M016,M,"I'm going to be fine too, okay?",sadness,sadness
train,Ses01M_impro02,Ses01M_impro02_M017,M,I know I have a good... I have a really good group of guys with me.,sadness,sadness
train,Ses01M_impro02,Ses01M_impro02_M018,M,We're going to be okay.,sadness,sadness
train,Ses01M_impro02,Ses01M_impro02_M019,M,Do promise me you're going to take a lot of pictures.,sadness,sadness
train,Ses01M_impro02,Ses01M_impro02_M020,M,I know.,sadness,sadness
train,Ses01M_impro02,Ses01M_impro02_M021,M,I just wish there was something I could do.,sadness,sadness
train,Ses01M_impro02,Ses01M_impro02_M022,M,Run away?,sadness,sadness
train,Ses01M_impro02,Ses01M_impro02_M023,M,"I really don't want to go, I don't want to go...",sadness,sadness
train,Ses01M_impro02,Ses01M_impro02_M025,M,I love you.,sadness,sadness
train,Ses01M_impro03,Ses01M_impro03_F001,F,[BREATHING],surprise,surprise
train,Ses01M_impro03,Ses01M_impro03_F002,F,Why?,joy,excited
train,Ses01M_impro03,Ses01M_impro03_F003,F,Is she on the run?,joy,excited
train,Ses01M_impro03,Ses01M_impro03_F004,F,"Oh, she just needs to marry you.",joy,excited
train,Ses01M_impro03,Ses01M_impro03_F005,F,That's incredible. That's awesome. Where's she from?  Maybe you can get a dual citizenship.,joy,excited
train,Ses01M_impro03,Ses01M_impro03_F006,F,That's so cool. Uh huh.,joy,excited
train,Ses01M_impro03,Ses01M_impro03_F007,F,[LAUGHTER] Why did she pick you? Where were you?,joy,excited
train,Ses01M_impro03,Ses01M_impro03_F008,F,You were at a party? And she's like hey. You seem unattached she's like.,joy,excited
train,Ses01M_impro03,Ses01M_impro03_F009,F,That's unbelievable... Yeah.,joy,excited
train,Ses01M_impro03,Ses01M_impro03_F010,F,Well I've known people who have done this before. Yeah.  You just- it's really fun actually 'cause you have like a fake engagement party and all your friends come over and like...,joy,excited
train,Ses01M_impro03,Ses01M_impro03_F011,F,"Yeah. Yeah. And then yeah, and then you know like you could like you could do like like sock her for a lot of money",joy,excited
train,Ses01M_impro03,Ses01M_impro03_F012,F,"Like make her rent the apartment that you two have to live together in, you know. And you won't pay any rent or you pay like, a hundred bucks a month or something.",joy,excited
train,Ses01M_impro03,Ses01M_impro03_F013,F,Yeah.,joy,excited
train,Ses01M_impro03,Ses01M_impro03_F014,F,"Dude, you lucked out.",joy,excited
train,Ses01M_impro03,Ses01M_impro03_F015,F,"Yeah.  My colors are blush and beige what is it, do you know?",joy,excited
train,Ses01M_impro03,Ses01M_impro03_F016,F,Oh I don't know. [LAUGHTER],joy,excited
train,Ses01M_impro03,Ses01M_impro03_F017,F,I don't know get it in cash.,neutral,neutral
train,Ses01M_impro03,Ses01M_impro03_F018,F,Yeah.,neutral,neutral
train,Ses01M_impro03,Ses01M_impro03_F019,F,How exciting. You should have a wedding on the beach.,joy,excited
train,Ses01M_impro03,Ses01M_impro03_F020,F,"Yeah, at night.",joy,excited
train,Ses01M_impro03,Ses01M_impro03_F021,F,"Oh yeah, absolutely, absolutely.",neutral,neutral
train,Ses01M_impro03,Ses01M_impro03_F022,F,How exciting.  You should make her bring all your friends too.,joy,excited
train,Ses01M_impro03,Ses01M_impro03_F023,F,[GARBAGE] She's got to be loaded.  fifty thousand dollars.  That's incredible.,joy,excited
train,Ses01M_impro03,Ses01M_impro03_F024,F,Incredible.,joy,excited
train,Ses01M_impro03,Ses01M_impro03_F025,F,"you're a lucky, lucky, lucky man.",joy,excited
train,Ses01M_impro03,Ses01M_impro03_F026,F,"Oh, totally. Yeah.",joy,excited
train,Ses01M_impro03,Ses01M_impro03_M000,M,The craziest thing just happened to me.,joy,excited
train,Ses01M_impro03,Ses01M_impro03_M001,M,This girl; she just offered me fifty thousand dollars to marry her.,joy,excited
train,Ses01M_impro03,Ses01M_impro03_M003,M,"Well, she's not a citizen so she wants to get a visa.",neutral,neutral
train,Ses01M_impro03,Ses01M_impro03_M004,M,"No, no, no, no, no, no she just... she's not a citizen but she wants her visa, yeah. She's going to pay me fifty thousand dollars to marry her and stay married to her for two years.",joy,excited
train,Ses01M_impro03,Ses01M_impro03_M005,M,That's like twenty five thousand dollar a year for doing nothing. Isn't that awesome?,joy,excited
train,Ses01M_impro03,Ses01M_impro03_M006,M,"She's actually from England, I think.  Well she- she spoke English but she had an accent. I didn't even ask.",neutral,neutral
train,Ses01M_impro03,Ses01M_impro03_M007,M,"Fifty thousand dollars. Fifty thousand dollars. I was just out... I just... she's - well, she's a friend of friend but like...",joy,excited
train,Ses01M_impro03,Ses01M_impro03_M008,M,"Yeah.  Can you believe that? Yeah, she's like hey, I'm like sure I'll do it, I don't care. Yeah. I'm like fifty thousand dollars, I'd totally do it for fifty thousand dollars. But the only thing is that's kind of like illegal. So like I could go to jail probably for a long if I get caught, but...",joy,excited
train,Ses01M_impro03,Ses01M_impro03_M010,M,It's like I'm really going to get married. We'll have like the whole thing.,joy,excited
train,Ses01M_impro03,Ses01M_impro03_M011,M,"Oh, good. [LAUGHTER]",joy,excited
train,Ses01M_impro03,Ses01M_impro03_M012,M,I know. What do you think I should-,joy,excited
train,Ses01M_impro03,Ses01M_impro03_M013,M,Oh good idea.,joy,excited
train,Ses01M_impro03,Ses01M_impro03_M014,M,Yeah.  Make her like open the bank account and stuff too.,neutral,neutral
train,Ses01M_impro03,Ses01M_impro03_M015,M,It's a good idea.,joy,excited
train,Ses01M_impro03,Ses01M_impro03_M016,M,I know.  Also I get to like plan the wedding now too. That will be fun.,joy,excited
train,Ses01M_impro03,Ses01M_impro03_M017,M,"Something blue, something new, something... no I don't know. [LAUGHTER] So yeah, wonder if she's going to pay me up front but do you think it's bad though, do you think they're going to like track the money or something?",joy,excited
train,Ses01M_impro03,Ses01M_impro03_M018,M,Just cash hardcore.,neutral,neutral
train,Ses01M_impro03,Ses01M_impro03_M019,M,What should we do?  Where should we get married? We should have party.,joy,excited
train,Ses01M_impro03,Ses01M_impro03_M020,M,"Yeah, like a big like- A wedding on the beach, that would be nice.",joy,excited
train,Ses01M_impro03,Ses01M_impro03_M021,M,And then we can honeymoon.  I want to go tropical though like Bahamas- --or like Tahiti or something. I just want to like beach and like drink.,neutral,neutral
train,Ses01M_impro03,Ses01M_impro03_M022,M,I'll make her pay for that.  I hear she's like totally wealthy. She's like royalty- --or something like and- --whatever like removed or something but yeah.,joy,excited
train,Ses01M_impro03,Ses01M_impro03_M023,M,I'm going to marry a blue blood. [LAUGHTER],joy,excited
train,Ses01M_impro03,Ses01M_impro03_M024,M,Will you help me plan?,joy,excited
train,Ses01M_impro04,Ses01M_impro04_F000,F,You seem kind of down.,neutral,neutral
train,Ses01M_impro04,Ses01M_impro04_F002,F,What do you mean?,neutral,neutral
train,Ses01M_impro04,Ses01M_impro04_F003,F,There's a lot of people looking for jobs.,neutral,neutral
train,Ses01M_impro04,Ses01M_impro04_F004,F,"I don't know, I mean, I just don't think...",neutral,neutral
train,Ses01M_impro04,Ses01M_impro04_F005,F,Did you ever think it might be your attitude that's...,neutral,neutral
train,Ses01M_impro04,Ses01M_impro04_F006,F,"I don't know just sometimes you get kind of... No, I'm not saying that.  I just--",neutral,neutral
train,Ses01M_impro04,Ses01M_impro04_F007,F,...has anyone ever just said anything like that to you before?,neutral,neutral
train,Ses01M_impro04,Ses01M_impro04_F008,F,"Right, sure.",neutral,neutral
train,Ses01M_impro04,Ses01M_impro04_F009,F,"But I mean you kind of got to, you got to fake it 'til you feel it, right?",neutral,neutral
train,Ses01M_impro04,Ses01M_impro04_F010,F,I'm just saying that if I was looking to hire somebody in the--or kind of... No. No. No.,neutral,neutral
train,Ses01M_impro04,Ses01M_impro04_F011,F,No.  I'm just saying though that if I was a person who was hiring somebody I-- --would not hire someone who was angry or upset.,neutral,neutral
train,Ses01M_impro04,Ses01M_impro04_F012,F,No.,neutral,neutral
train,Ses01M_impro04,Ses01M_impro04_F013,F,"Well, you know a little.  If you were to listen to--",neutral,neutral
train,Ses01M_impro04,Ses01M_impro04_F014,F,I just don't want you to fly off the handle.,neutral,neutral
train,Ses01M_impro04,Ses01M_impro04_F015,F,You kind of have a short fuse.,neutral,neutral
train,Ses01M_impro04,Ses01M_impro04_F016,F,Yeah.,neutral,neutral
train,Ses01M_impro04,Ses01M_impro04_F017,F,"Like this, right now we're trying have a conversation.",neutral,neutral
train,Ses01M_impro04,Ses01M_impro04_F018,F,We're trying to have a conversation and you seem extremely hostile. You keep cutting me off.,neutral,neutral
train,Ses01M_impro04,Ses01M_impro04_F019,F,I can't finish the sentence with you without you jumping in...,neutral,neutral
train,Ses01M_impro04,Ses01M_impro04_F020,F,...and you're always right.,neutral,neutral
train,Ses01M_impro04,Ses01M_impro04_F021,F,You have an excuse for everything.,neutral,neutral
train,Ses01M_impro04,Ses01M_impro04_F022,F,I'm just saying that maybe you should take in some information before you produce more of your own.,neutral,neutral
train,Ses01M_impro04,Ses01M_impro04_F023,F,[BREATHING],neutral,neutral
train,Ses01M_impro04,Ses01M_impro04_F024,F,That's -.,anger,frustration
train,Ses01M_impro04,Ses01M_impro04_F025,F,"Well, what kind of field are you looking to go into?",neutral,neutral
train,Ses01M_impro04,Ses01M_impro04_M001,M,It's--I've been trying to find this job I can't get any job.,anger,frustration
train,Ses01M_impro04,Ses01M_impro04_M002,M,It's not fair.,anger,frustration
train,Ses01M_impro04,Ses01M_impro04_M003,M,"I mean I've been looking for a job for like three years and I can't get a job.  I mean like, it's America, right?  I should be able to get a job.",anger,frustration
train,Ses01M_impro04,Ses01M_impro04_M004,M,"I guess.  But three years?  I mean, I like--I went to college even, I mean I didn't finish but I went for like a little bit.  It's not fair, I don't know.",anger,frustration
train,Ses01M_impro04,Ses01M_impro04_M005,M,"I mean I've been sending out my resumes and doing everything I can do but nothing is happening.  You know, it's like I can't and I can't keep living on loans anymore like this.  I'm going to--I mean eventually I'm going to have to pay it back. I'm just kind of freaking out, I don't know.",anger,frustration
train,Ses01M_impro04,Ses01M_impro04_M008,M,"No, well maybe it's because I'm like frustrated 'cause I can't get a job, you know.",anger,frustration
train,Ses01M_impro04,Ses01M_impro04_M009,M,"Like it's really hard to like shake that off when you go into like audition a room or whatever, you know what I mean?",anger,frustration
train,Ses01M_impro04,Ses01M_impro04_M010,M,"I guess I just getting really hard to fake, you know.",anger,frustration
train,Ses01M_impro04,Ses01M_impro04_M011,M,"Are you hiring? Wait, do you know of a job? Seriously, do you know, like do you know of anything though?  Like, oh please, do you know of anything?",anger,frustration
train,Ses01M_impro04,Ses01M_impro04_M012,M,Yeah.,anger,frustration
train,Ses01M_impro04,Ses01M_impro04_M013,M,I come across angry?,anger,frustration
train,Ses01M_impro04,Ses01M_impro04_M014,M,What?,anger,anger
train,Ses01M_impro04,Ses01M_impro04_M015,M,"Okay.  You're my friend you can tell me stuff.  You can tell me honestly stuff, okay?  Please.",anger,frustration
train,Ses01M_impro04,Ses01M_impro04_M016,M,"Okay, I'm not flying off the handle I don't think I'm flying off the handle here at all.",anger,frustration
train,Ses01M_impro04,Ses01M_impro04_M017,M,I have a short fuse?,anger,frustration
train,Ses01M_impro04,Ses01M_impro04_M018,M,"Okay. Okay no, no, no, no okay no, I need to hear this more. Come on, bring it.",anger,anger
train,Ses01M_impro04,Ses01M_impro04_M020,M,I'm not always right I'm just--,anger,frustration
train,Ses01M_impro04,Ses01M_impro04_M022,M,[BREATHING],anger,frustration
train,Ses01M_impro04,Ses01M_impro04_M023,M,I'm like a sponge I'm like soaked up with all this information for like three years I'm just dying for a job to like put it in to.,anger,anger
train,Ses01M_impro04,Ses01M_impro04_M024,M,"You know, and like I don't think it's that much to ask. I know.",anger,frustration
train,Ses01M_impro04,Ses01M_impro04_M025,M,That's it.,neutral,neutral
train,Ses01M_impro05,Ses01M_impro05_F000,F,Can I help you?,neutral,neutral
train,Ses01M_impro05,Ses01M_impro05_F001,F,I need a little more information.,neutral,neutral
train,Ses01M_impro05,Ses01M_impro05_F002,F,What- What flight did you come in on?,neutral,neutral
train,Ses01M_impro05,Ses01M_impro05_F003,F,Georgia?,neutral,neutral
train,Ses01M_impro05,Ses01M_impro05_F004,F,"There's no need for you to raise your voice, sir.",neutral,neutral
train,Ses01M_impro05,Ses01M_impro05_F005,F,I've been college educated.,neutral,neutral
train,Ses01M_impro05,Ses01M_impro05_F006,F,I speak your language.,neutral,neutral
train,Ses01M_impro05,Ses01M_impro05_F007,F,I'm just saying you don't need to talk to me like I-,neutral,neutral
train,Ses01M_impro05,Ses01M_impro05_F008,F,I'm not a child.,anger,frustration
train,Ses01M_impro05,Ses01M_impro05_F011,F,"Details, Details.  Well, anyhow can I--",neutral,neutral
train,Ses01M_impro05,Ses01M_impro05_F012,F,so you flew in from Atlanta...,neutral,neutral
train,Ses01M_impro05,Ses01M_impro05_F013,F,Four...Four hours ago.,neutral,neutral
train,Ses01M_impro05,Ses01M_impro05_F014,F,Do you have any i-?,neutral,neutral
train,Ses01M_impro05,Ses01M_impro05_F015,F,I wouldn't let you?   I was not in Atlanta. I was not in Atlanta.,neutral,neutral
train,Ses01M_impro05,Ses01M_impro05_F016,F,I had nothing to do with the boarding attendance.  I'm sorry that your seat was wherever it was.,neutral,neutral
train,Ses01M_impro05,Ses01M_impro05_F017,F,"I have some unfortunate news, uh, that your bag isn't going to be--",neutral,neutral
train,Ses01M_impro05,Ses01M_impro05_F018,F,--arriving any time soon.,neutral,neutral
train,Ses01M_impro05,Ses01M_impro05_F019,F,I'm really sorry to tell you this but...,neutral,neutral
train,Ses01M_impro05,Ses01M_impro05_F020,F,It's not.  I can offer you fifty dollars and a reimbursement gift cards for our airline...,neutral,neutral
train,Ses01M_impro05,Ses01M_impro05_F021,F,...and your future...,neutral,neutral
train,Ses01M_impro05,Ses01M_impro05_F022,F,No.,neutral,neutral
train,Ses01M_impro05,Ses01M_impro05_F023,F,Yes.,neutral,neutral
train,Ses01M_impro05,Ses01M_impro05_F024,F,We've actually...,neutral,neutral
train,Ses01M_impro05,Ses01M_impro05_F025,F,They do as matter of fact.  We don't like to publicize it because,neutral,neutral
train,Ses01M_impro05,Ses01M_impro05_F026,F,people wouldn't Fly our airline.,neutral,neutral
train,Ses01M_impro05,Ses01M_impro05_F027,F,What was that?,neutral,neutral
train,Ses01M_impro05,Ses01M_impro05_F028,F,That's unfortunate.,neutral,neutral
train,Ses01M_impro05,Ses01M_impro05_F029,F,That's too bad.,neutral,neutral
train,Ses01M_impro05,Ses01M_impro05_F030,F,I wish I could give it to you.,neutral,neutral
train,Ses01M_impro05,Ses01M_impro05_F031,F,I wish I-,neutral,neutral
train,Ses01M_impro05,Ses01M_impro05_F032,F,That's not - no.,neutral,neutral
train,Ses01M_impro05,Ses01M_impro05_F033,F,No.,neutral,neutral
train,Ses01M_impro05,Ses01M_impro05_F034,F,We have plenty of aggressive searching going on it's not there.  Someone's taken it.,neutral,neutral
train,Ses01M_impro05,Ses01M_impro05_F035,F,You know I don't need to take this sort of abuse.,anger,frustration
train,Ses01M_impro05,Ses01M_impro05_M000,M,"Yes, please help me.  Where is my bag?",anger,frustration
train,Ses01M_impro05,Ses01M_impro05_M001,M,"Where is my bag?  Come on, I've been here for four hours.",anger,frustration
train,Ses01M_impro05,Ses01M_impro05_M002,M,"Okay, I'm coming in from Atlanta.",anger,frustration
train,Ses01M_impro05,Ses01M_impro05_M004,M,Are you insinuating that I don't have a college education and that- for some reason that makes you a better person than I am?,anger,anger
train,Ses01M_impro05,Ses01M_impro05_M005,M,"Listen, shut your smug mouth, okay?  I don't need that.",anger,anger
train,Ses01M_impro05,Ses01M_impro05_M006,M,I've been sitting here for four hours.,anger,anger
train,Ses01M_impro05,Ses01M_impro05_M007,M,You people have just been tossing me around like a used hanky.,anger,anger
train,Ses01M_impro05,Ses01M_impro05_M008,M,You work here.,anger,anger
train,Ses01M_impro05,Ses01M_impro05_M009,M,My bag from Atlanta.,anger,frustration
train,Ses01M_impro05,Ses01M_impro05_M010,M,It's a little black bag with wheels.,anger,frustration
train,Ses01M_impro05,Ses01M_impro05_M015,M,Okay.,neutral,neutral
train,Ses01M_impro05,Ses01M_impro05_M018,M,Where is it?  Where did it go?,anger,frustration
train,Ses01M_impro05,Ses01M_impro05_M020,M,Probably people that work for your company huh?,anger,anger
train,Ses01M_impro05,Ses01M_impro05_M021,M,Do you know what was in that little bag that I could have just easily put in overhead compartment but no I had to check?,anger,anger
train,Ses01M_impro05,Ses01M_impro05_M022,M,My computer which has all of my data which I'm collecting right now.,anger,anger
train,Ses01M_impro05,Ses01M_impro05_M023,M,Yeah it's really unfortunate you know why because I'm going to get fired if I don't get that.  So I need to have that back.,anger,anger
train,Ses01M_impro05,Ses01M_impro05_M024,M,"Fifty dollars is not going to cover me for my job, okay?",anger,anger
train,Ses01M_impro05,Ses01M_impro05_M025,M,Well you need to find it. Can I just go back there and look through the bags?  Can I just go back there and just go through maybe I'll find it.,anger,anger
train,Ses01M_impro05,Ses01M_impro05_M026,M,It'll be a lot more than what you're doing sitting here and just give me lip service.  I'd like to go back at least do some aggressive searching for my stuff.,anger,anger
train,Ses01M_impro05,Ses01M_impro05_M027,M,"Sure, yeah right you have plenty of aggressive searching going on, aggressive searching, drinking coffee and smoking cigarettes.",anger,anger
train,Ses01M_impro05,Ses01M_impro05_M028,M,I know what you guys do when you're not working you're union people; you just sit around on your ass.,anger,anger
train,Ses01M_impro05,Ses01M_impro05_M030,M,[BREATHING],anger,frustration
train,Ses01M_impro05,Ses01M_impro05_M031,M,Thank you very much.,anger,anger
train,Ses01M_impro06,Ses01M_impro06_F000,F,You okay?,neutral,neutral
train,Ses01M_impro06,Ses01M_impro06_F001,F,What's happened?,neutral,neutral
train,Ses01M_impro06,Ses01M_impro06_F002,F,You don't have to if you don't want to.,neutral,neutral
train,Ses01M_impro06,Ses01M_impro06_F003,F,I'm sorry to hear that.,sadness,sadness
train,Ses01M_impro06,Ses01M_impro06_F004,F,You've been taking care of it all?,sadness,sadness
train,Ses01M_impro06,Ses01M_impro06_F005,F,Oh Jesus.,sadness,sadness
train,Ses01M_impro06,Ses01M_impro06_F006,F,He sick for awhile?,sadness,sadness
train,Ses01M_impro06,Ses01M_impro06_F007,F,Was it an accident?,neutral,neutral
train,Ses01M_impro06,Ses01M_impro06_F008,F,how was sick?,neutral,neutral
train,Ses01M_impro06,Ses01M_impro06_F009,F,"Well, I'm confused.  He was sick or it was an accident?",neutral,neutral
train,Ses01M_impro06,Ses01M_impro06_F010,F,Oh. Really fast? Oh.,neutral,neutral
train,Ses01M_impro06,Ses01M_impro06_F011,F,Yeah.,neutral,neutral
train,Ses01M_impro06,Ses01M_impro06_F012,F,Yeah.,neutral,neutral
train,Ses01M_impro06,Ses01M_impro06_F013,F,"Totally, yeah.",neutral,neutral
train,Ses01M_impro06,Ses01M_impro06_F014,F,Mmhmm.,neutral,neutral
train,Ses01M_impro06,Ses01M_impro06_F015,F,Lock,neutral,neutral
train,Ses01M_impro06,Ses01M_impro06_F016,F,Mmhmm.,neutral,neutral
train,Ses01M_impro06,Ses01M_impro06_F017,F,The plans you make [GARBAGE].,neutral,neutral
train,Ses01M_impro06,Ses01M_impro06_F018,F,It leaves a hole for you too.,neutral,neutral
train,Ses01M_impro06,Ses01M_impro06_F019,F,"It leaves a hole for you too, in your plans together.",neutral,neutral
train,Ses01M_impro06,Ses01M_impro06_F020,F,It gets better.,neutral,neutral
train,Ses01M_impro06,Ses01M_impro06_F021,F,Mmhmm.,neutral,neutral
train,Ses01M_impro06,Ses01M_impro06_F022,F,MMhmm.,neutral,neutral
train,Ses01M_impro06,Ses01M_impro06_F023,F,Mmhmm.,neutral,neutral
train,Ses01M_impro06,Ses01M_impro06_F024,F,How long did you know each other?,neutral,neutral
train,Ses01M_impro06,Ses01M_impro06_F025,F,That's a long time.,neutral,neutral
